# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  6 04:04:34 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-592 b,Kepler-592,1,1,Transit,2016,Kepler,0,2.82019240800,0.00000379000,-0.00000379000,0,0.0397000000,,,0,2.39000000,0.58000000,-0.25000000,0,0.21322152,0.05174413,-0.02230351,0,6.30000000,,,0,0.01980000,,,0,M-R relationship,0.000000,,,0,935.8270,53.7280,-50.5590,0,1367.00,,,0,0,,5913.00,83.30,-74.23,0,1.040000,0.251000,-0.100000,0,1.040000,0.062000,-0.071000,0,-0.0300,0.1440,-0.1930,0,[Fe/H],4.420000,0.071000,-0.170000,0,19h03m09.78s,285.7907395,+48d40m59.68s,48.6832431,1153.13000000,25.44000000,-24.38000000,14.8460000,0.1600000,-0.1600000,13.2190000,0.0390000,-0.0390000,14.6275000,0.0003040,-0.0003040
Kepler-593 b,Kepler-593,1,1,Transit,2016,Kepler,0,21.21708973000,0.00005927000,-0.00005927000,0,0.1508000000,,,0,2.87000000,0.69000000,-0.29000000,0,0.25604425,0.06155768,-0.02587207,0,8.60000000,,,0,0.02710000,,,0,M-R relationship,0.000000,,,0,61.0200,2.8670,-2.7220,0,706.00,,,0,0,,5967.00,96.47,-113.06,0,1.100000,0.263000,-0.109000,0,1.080000,0.080000,-0.067000,0,0.0400,0.1420,-0.1560,0,[Fe/H],4.390000,0.075000,-0.160000,0,19h39m48.33s,294.9513923,+48d39m04.22s,48.6511709,973.76000000,16.54100000,-16.54100000,14.6220000,0.2060000,-0.2060000,13.1150000,0.0340000,-0.0340000,14.4995000,0.0002830,-0.0002830
Kepler-594 b,Kepler-594,1,1,Transit,2016,Kepler,0,13.64618192000,0.00003489000,-0.00003489000,0,0.1089000000,,,0,2.18000000,0.22000000,-0.15000000,0,0.19448657,0.01962709,-0.01338210,0,5.39000000,,,0,0.01700000,,,0,M-R relationship,0.000000,,,0,59.3960,2.8440,-2.7040,0,678.00,,,0,0,,5485.00,80.49,-94.00,0,0.870000,0.082000,-0.057000,0,0.910000,0.042000,-0.050000,0,-0.0300,0.1440,-0.1710,0,[Fe/H],4.520000,0.042000,-0.089000,0,19h15m41.21s,288.9217259,+49d45m43.29s,49.7620237,769.20000000,13.46900000,-13.46900000,14.9060000,0.1150000,-0.1150000,13.0010000,0.0340000,-0.0340000,14.7563000,0.0003530,-0.0003530
Kepler-595 b,Kepler-595,1,2,Transit,2016,Kepler,0,25.30290920000,0.00000600000,-0.00000600000,0,0.1582000000,,,0,3.70800000,0.01000000,-0.01000000,0,0.33080560,0.00089214,-0.00089214,0,17.40000000,7.10000000,-3.80000000,0,0.05474625,0.02233899,-0.01195608,0,Mass,0.000000,,,0,17.3820,0.6280,-0.6060,0,535.00,,,0,1,,5138.50,60.81,-60.81,0,0.821000,0.242000,-0.242000,0,0.930000,0.059000,-0.059000,0,0.4060,0.0580,-0.0580,0,[M/H],4.540000,0.034000,-0.071000,0,19h38m16.89s,294.5703593,+50d40m22.85s,50.6730147,643.00900000,7.63350000,-7.63350000,15.0670000,0.1260000,-0.1260000,12.8620000,0.0290000,-0.0290000,14.7628000,0.0002790,-0.0002790
Kepler-595 c,Kepler-595,1,2,Transit,2020,Kepler,0,12.38602000000,0.00000500000,-0.00000500000,0,0.0983000000,,,0,1.00900000,0.02400000,-0.02400000,0,0.09001695,0.00214114,-0.00214114,0,3.30000000,1.70000000,-1.00000000,0,0.01038291,0.00534877,-0.00314634,0,Mass,0.000000,,,0,50.2300,9.4500,-11.4500,0,679.00,,,0,0,,5138.50,60.81,-60.81,0,0.821000,0.242000,-0.242000,0,0.930000,0.059000,-0.059000,0,0.4060,0.0580,-0.0580,0,[M/H],4.540000,0.034000,-0.071000,0,19h38m16.89s,294.5703593,+50d40m22.85s,50.6730147,643.00900000,7.63350000,-7.63350000,15.0670000,0.1260000,-0.1260000,12.8620000,0.0290000,-0.0290000,14.7628000,0.0002790,-0.0002790
Kepler-596 b,Kepler-596,1,1,Transit,2016,Kepler,0,21.30022655000,0.00004193000,-0.00004193000,0,0.1516100000,0.0014300000,-0.0014300000,0,3.46000000,1.63000000,-0.47000000,0,0.30868052,0.14541886,-0.04193059,0,11.80000000,,,0,0.03720000,,,0,M-R relationship,0.000000,,,0,82.3020,4.3590,-4.1150,0,725.00,,,0,0,,6267.00,109.70,-108.73,0,1.320000,0.623000,-0.180000,0,1.210000,0.186000,-0.098000,0,0.0300,0.1290,-0.1530,0,[Fe/H],4.270000,0.104000,-0.269000,0,19h18m00.16s,289.5006797,+51d41m08.56s,51.6857106,1023.85000000,23.59000000,-22.56000000,14.1280000,0.0800000,-0.0800000,12.7150000,0.0280000,-0.0280000,14.0136000,0.0002670,-0.0002670
Kepler-597 b,Kepler-597,1,1,Transit,2016,Kepler,0,13.02365861000,0.00002728000,-0.00002728000,0,0.1091600000,0.0007900000,-0.0007900000,0,2.37000000,0.33000000,-0.13000000,0,0.21143724,0.02944063,-0.01159782,0,6.21000000,,,0,0.01950000,,,0,M-R relationship,0.000000,,,0,76.3750,2.7700,-2.6720,0,743.00,,,0,0,,5683.00,69.29,-59.31,0,0.950000,0.060000,-0.047000,0,0.970000,0.035000,-0.038000,0,-0.0100,0.0970,-0.1020,0,[Fe/H],4.470000,0.043000,-0.058000,0,19h33m52.82s,293.4700919,+39d15m10.15s,39.2528182,663.41800000,9.07200000,-9.07200000,14.1200000,0.1260000,-0.1260000,12.5400000,0.0250000,-0.0250000,14.0185000,0.0002700,-0.0002700
Kepler-598 b,Kepler-598,1,2,Transit,2016,Kepler,0,3.70175428000,0.00000971200,-0.00000971200,0,0.0448700000,0.0004700000,-0.0004700000,0,1.50000000,0.12000000,-0.09000000,0,0.13382104,0.01070568,-0.00802926,0,2.86000000,,,0,0.00899000,,,0,M-R relationship,0.000000,,,0,265.4070,11.2130,-10.7500,0,1050.00,,,0,0,,5307.00,87.96,-72.88,0,0.860000,0.063000,-0.045000,0,0.870000,0.036000,-0.035000,0,0.0200,0.1030,-0.1050,0,[Fe/H],4.510000,0.053000,-0.066000,0,19h32m29.63s,293.1234493,+40d56m05.28s,40.9348005,681.08600000,10.81300000,-10.81300000,14.8290000,0.0350000,-0.0350000,12.9310000,0.0290000,-0.0290000,14.7207000,0.0003090,-0.0003090
Kepler-598 c,Kepler-598,1,2,Transit,2020,Kepler,0,86.49450000000,,,0,0.3667200000,0.0038300000,-0.0038300000,0,3.02420941,,,0,0.26980189,,,0,9.40000000,,,0,0.02960000,,,0,M-R relationship,0.000000,,,0,3.7000,0.3000,-0.3000,0,367.00,,,0,0,,5245.00,74.00,-74.00,0,0.900316,,,0,0.900000,,,0,0.0300,0.0700,-0.0700,0,[M/H],4.483520,,,0,19h32m29.63s,293.1234493,+40d56m05.28s,40.9348005,681.08600000,10.81300000,-10.81300000,14.8290000,0.0350000,-0.0350000,12.9310000,0.0290000,-0.0290000,14.7207000,0.0003090,-0.0003090
Kepler-599 b,Kepler-599,1,1,Transit,2016,Kepler,0,15.65562652000,0.00003161000,-0.00003161000,0,0.1128000000,,,0,2.84000000,0.15000000,-0.32000000,0,0.25336783,0.01338210,-0.02854849,0,8.45000000,,,0,0.02660000,,,0,M-R relationship,0.000000,,,0,24.4670,0.9040,-0.8630,0,623.00,,,0,0,,5127.00,78.75,-90.28,0,0.790000,0.040000,-0.036000,0,0.830000,0.038000,-0.043000,0,-0.0200,0.1400,-0.1480,0,[Fe/H],4.570000,0.027000,-0.055000,0,19h03m38.78s,285.9115968,+41d04m10.23s,41.0695091,558.51700000,7.16600000,-6.99000000,15.0670000,0.1370000,-0.1370000,12.9720000,0.0280000,-0.0280000,14.9483000,0.0003300,-0.0003300
Kepler-6 b,Kepler-6,1,1,Transit,2009,Kepler,0,3.23469960000,0.00000040000,-0.00000040000,0,0.0485200000,0.0007400000,-0.0013300000,0,14.61653600,0.20176200,-0.36989700,0,1.30400000,0.01800000,-0.03300000,0,212.31044000,12.07754000,-11.12405000,0,0.66800000,0.03800000,-0.03500000,0,Mass,0.000000,,,0,792.2180,19.7290,-19.1310,0,1460.00,10.00,-10.00,0,0,,5647.00,44.00,-44.00,0,1.391000,0.017000,-0.034000,0,1.209000,0.044000,-0.038000,0,0.3400,0.0400,-0.0400,0,[Fe/H],4.236000,0.011000,-0.011000,0,19h47m20.94s,296.8372475,+48d14m23.89s,48.2399695,587.03900000,5.07100000,-4.98600000,13.2860000,0.0800000,-0.0800000,11.6340000,0.0190000,-0.0190000,13.1714000,0.0002860,-0.0002860
Kepler-60 b,Kepler-60,1,3,Transit,2012,Kepler,0,7.13340000000,0.00010000000,-0.00010000000,0,0.0725500000,0.0006100000,-0.0006100000,0,1.71000000,0.13000000,-0.13000000,0,0.15255598,0.01159782,-0.01159782,0,4.19000000,0.56000000,-0.52000000,0,0.01318315,0.00176195,-0.00163609,0,Mass,0.000000,,,0,318.0000,52.0000,-52.0000,0,1102.00,,,0,1,,5905.00,144.00,-144.00,0,1.257000,0.094000,-0.094000,0,1.041000,0.077000,-0.077000,0,-0.0900,0.1000,-0.1000,0,[Fe/H],4.260000,0.127000,-0.129000,0,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.10000000,19.97000000,-19.22000000,13.9500000,0.1370000,-0.1370000,12.5160000,0.0180000,-0.0180000,13.9132000,0.0002340,-0.0002340
Kepler-60 c,Kepler-60,1,3,Transit,2012,Kepler,0,8.91870000000,0.00020000000,-0.00020000000,0,0.0842200000,0.0007300000,-0.0007300000,0,1.90000000,0.15000000,-0.15000000,0,0.16950665,0.01338210,-0.01338210,0,3.85000000,0.81000000,-0.81000000,0,0.01211339,0.00254853,-0.00254853,0,Mass,0.039000,0.002000,-0.002700,0,236.0000,39.0000,-39.0000,0,1023.00,,,0,1,,5905.00,144.00,-144.00,0,1.257000,0.094000,-0.094000,0,1.041000,0.077000,-0.077000,0,-0.0900,0.1000,-0.1000,0,[Fe/H],4.260000,0.127000,-0.129000,0,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.10000000,19.97000000,-19.22000000,13.9500000,0.1370000,-0.1370000,12.5160000,0.0180000,-0.0180000,13.9132000,0.0002340,-0.0002340
Kepler-60 d,Kepler-60,1,3,Transit,2012,Kepler,0,11.89810000000,0.00020000000,-0.00020000000,0,0.1020300000,0.0008700000,-0.0008700000,0,1.99000000,0.16000000,-0.16000000,0,0.17753591,0.01427424,-0.01427424,0,4.16000000,0.84000000,-0.75000000,0,0.01308876,0.00264292,-0.00235975,0,Mass,0.002000,0.005100,-0.001500,0,161.0000,27.0000,-27.0000,0,929.00,,,0,1,,5905.00,144.00,-144.00,0,1.257000,0.094000,-0.094000,0,1.041000,0.077000,-0.077000,0,-0.0900,0.1000,-0.1000,0,[Fe/H],4.260000,0.127000,-0.129000,0,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.10000000,19.97000000,-19.22000000,13.9500000,0.1370000,-0.1370000,12.5160000,0.0180000,-0.0180000,13.9132000,0.0002340,-0.0002340
Kepler-600 b,Kepler-600,1,1,Transit,2016,Kepler,0,23.67517607000,0.00005668000,-0.00005668000,0,0.1536000000,,,0,2.90000000,0.21000000,-0.39000000,0,0.25872067,0.01873495,-0.03479347,0,8.75000000,,,0,0.02750000,,,0,M-R relationship,0.000000,,,0,20.1820,0.7990,-0.7720,0,528.00,,,0,0,,5279.00,104.56,-92.37,0,0.810000,0.059000,-0.057000,0,0.840000,0.046000,-0.054000,0,-0.0900,0.1590,-0.1800,0,[Fe/H],4.560000,0.038000,-0.069000,0,18h55m19.93s,283.8330588,+41d58m43.09s,41.9786358,619.72300000,7.67100000,-7.48800000,14.8460000,0.2400000,-0.2400000,12.8120000,0.0330000,-0.0330000,14.7010000,0.0005120,-0.0005120
Kepler-601 b,Kepler-601,1,1,Transit,2016,Kepler,0,5.37886844100,0.00000726800,-0.00000726800,0,0.0549400000,0.0005600000,-0.0005600000,0,1.90000000,0.27000000,-0.18000000,0,0.16950665,0.02408779,-0.01605852,0,4.27000000,,,0,0.01340000,,,0,M-R relationship,0.000000,,,0,110.6190,2.5190,-2.4680,0,833.00,,,0,0,,5160.00,61.57,-46.75,0,0.790000,0.019000,-0.021000,0,0.850000,0.027000,-0.033000,0,-0.0200,0.0960,-0.1030,0,[Fe/H],4.570000,0.015000,-0.022000,0,18h48m01.12s,282.0046852,+42d10m35.28s,42.1764657,414.82500000,2.41750000,-2.41750000,14.1510000,0.1030000,-0.1030000,12.1290000,0.0210000,-0.0210000,14.0013000,0.0002280,-0.0002280
Kepler-602 b,Kepler-602,1,1,Transit,2016,Kepler,0,15.28469497000,0.00006919000,-0.00006919000,0,0.1224000000,,,0,2.09000000,0.65000000,-0.32000000,0,0.18645731,0.05798912,-0.02854849,0,5.02000000,,,0,0.01580000,,,0,M-R relationship,0.000000,,,0,128.7830,6.9450,-6.5250,0,852.00,,,0,0,,6062.00,218.54,-238.63,0,1.130000,0.351000,-0.171000,0,1.080000,0.144000,-0.097000,0,-0.0200,0.1470,-0.1870,0,[Fe/H],4.370000,0.111000,-0.188000,0,19h44m07.66s,296.0318985,+42d08m30.71s,42.1418634,1159.31000000,26.99500000,-26.99500000,14.7200000,0.1490000,-0.1490000,12.9360000,0.0250000,-0.0250000,14.4779000,0.0002530,-0.0002530
Kepler-603 b,Kepler-603,1,3,Transit,2016,Kepler,0,21.05358596000,0.00008943000,-0.00008943000,0,0.1605200000,0.0018800000,-0.0018800000,0,2.65000000,0.59000000,-0.26000000,0,0.23641716,0.05263627,-0.02319565,0,7.51000000,,,0,0.02360000,,,0,M-R relationship,0.000000,,,0,97.8000,13.6000,-13.6000,0,731.00,,,0,0,,5808.00,90.04,-142.55,0,1.010000,0.225000,-0.098000,0,1.010000,0.063000,-0.063000,0,0.0300,0.1340,-0.1660,0,[Fe/H],4.430000,0.073000,-0.159000,0,19h37m07.43s,294.2809679,+42d17m27.35s,42.2909295,1539.63000000,96.82000000,-96.82000000,14.9690000,0.1720000,-0.1720000,13.2140000,0.0340000,-0.0340000,14.8159000,0.0002870,-0.0002870
Kepler-603 c,Kepler-603,1,3,Transit,2016,Kepler,0,127.90757740000,0.00049990000,-0.00049990000,0,0.5343900000,0.0063000000,-0.0063000000,0,6.50000000,1.48000000,-0.62000000,0,0.57989116,0.13203676,-0.05531270,0,34.50000000,,,0,0.10800000,,,0,M-R relationship,0.000000,,,0,8.8000,1.2000,-1.2000,0,401.00,,,0,1,,5808.00,90.04,-142.55,0,1.010000,0.225000,-0.098000,0,1.010000,0.063000,-0.063000,0,0.0300,0.1340,-0.1660,0,[Fe/H],4.430000,0.073000,-0.159000,0,19h37m07.43s,294.2809679,+42d17m27.35s,42.2909295,1539.63000000,96.82000000,-96.82000000,14.9690000,0.1720000,-0.1720000,13.2140000,0.0340000,-0.0340000,14.8159000,0.0002870,-0.0002870
Kepler-603 d,Kepler-603,1,3,Transit,2016,Kepler,0,6.21712920000,0.00004234000,-0.00004234000,0,0.0711700000,0.0008200000,-0.0008200000,0,1.32000000,0.25000000,-0.13000000,0,0.11776251,0.02230351,-0.01159782,0,2.30000000,,,0,0.00724000,,,0,M-R relationship,0.000000,,,0,497.4000,69.3000,-69.3000,0,1098.00,,,0,0,,5808.00,90.04,-142.55,0,1.010000,0.225000,-0.098000,0,1.010000,0.063000,-0.063000,0,0.0300,0.1340,-0.1660,0,[Fe/H],4.430000,0.073000,-0.159000,0,19h37m07.43s,294.2809679,+42d17m27.35s,42.2909295,1539.63000000,96.82000000,-96.82000000,14.9690000,0.1720000,-0.1720000,13.2140000,0.0340000,-0.0340000,14.8159000,0.0002870,-0.0002870
Kepler-604 b,Kepler-604,1,1,Transit,2016,Kepler,0,25.85501786000,0.00009434000,-0.00009434000,0,0.1735000000,,,0,2.59000000,0.49000000,-0.27000000,0,0.23106432,0.04371487,-0.02408779,0,7.22000000,,,0,0.02270000,,,0,M-R relationship,0.000000,,,0,46.9820,2.5450,-2.4050,0,637.00,,,0,0,,5890.00,174.40,-159.73,0,1.030000,0.192000,-0.108000,0,1.020000,0.084000,-0.069000,0,-0.0200,0.1420,-0.1820,0,[Fe/H],4.420000,0.073000,-0.144000,0,19h29m15.84s,292.3159795,+42d37m34.47s,42.6262429,1026.49000000,21.22000000,-20.40000000,14.7910000,0.1830000,-0.1830000,13.1900000,0.0370000,-0.0370000,14.6798000,0.0002870,-0.0002870
Kepler-605 b,Kepler-605,1,2,Transit,2016,Kepler,0,3.38353806600,0.00000511000,-0.00000511000,0,0.0424400000,0.0005400000,-0.0005400000,0,1.44000000,0.17000000,-0.09000000,0,0.12846820,0.01516638,-0.00802926,0,2.67000000,,,0,0.00839000,,,0,M-R relationship,0.000000,,,0,316.7180,8.4430,-8.1630,0,1133.00,,,0,0,,5462.00,67.28,-73.73,0,0.880000,0.096000,-0.051000,0,0.910000,0.040000,-0.040000,0,0.0200,0.1350,-0.1650,0,[Fe/H],4.520000,0.040000,-0.109000,0,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.58000000,5.24100000,-5.24100000,14.3760000,0.1030000,-0.1030000,12.4220000,0.0200000,-0.0200000,14.1363000,0.0002870,-0.0002870
Kepler-605 c,Kepler-605,1,2,Transit,2016,Kepler,0,2.35895151500,0.00000836700,-0.00000836700,0,0.0333600000,0.0004200000,-0.0004200000,0,0.86000000,0.11000000,-0.06000000,0,0.07672406,0.00981354,-0.00535284,0,0.56600000,,,0,0.00178000,,,0,M-R relationship,0.000000,,,0,513.0300,13.6760,-13.2230,0,1278.00,,,0,0,,5462.00,67.28,-73.73,0,0.880000,0.096000,-0.051000,0,0.910000,0.040000,-0.040000,0,0.0200,0.1350,-0.1650,0,[Fe/H],4.520000,0.040000,-0.109000,0,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.58000000,5.24100000,-5.24100000,14.3760000,0.1030000,-0.1030000,12.4220000,0.0200000,-0.0200000,14.1363000,0.0002870,-0.0002870
Kepler-606 b,Kepler-606,1,1,Transit,2016,Kepler,0,24.31575992000,0.00007998000,-0.00007998000,0,0.1700000000,,,0,3.31000000,1.27000000,-0.51000000,0,0.29529842,0.11330181,-0.04549915,0,11.00000000,,,0,0.03450000,,,0,M-R relationship,0.000000,,,0,71.8430,5.3810,-4.9440,0,683.00,,,0,0,,6161.00,194.78,-227.56,0,1.220000,0.451000,-0.182000,0,1.130000,0.175000,-0.104000,0,0.0100,0.1330,-0.1750,0,[Fe/H],4.320000,0.108000,-0.217000,0,19h29m42.57s,292.4273700,+44d22m52.47s,44.3812406,1215.11000000,39.75000000,-37.36000000,14.8950000,0.0800000,-0.0800000,13.2020000,0.0360000,-0.0360000,14.6644000,0.0003060,-0.0003060
Kepler-607 b,Kepler-607,1,2,Transit,2016,Kepler,0,0.63816320400,0.00000167800,-0.00000167800,0,0.0137000000,0.0001600000,-0.0001600000,0,0.87000000,0.06000000,-0.07000000,0,0.07761620,0.00535284,-0.00624498,0,0.59000000,,,0,0.00186000,,,0,M-R relationship,0.000000,,,0,2302.6130,63.2700,-61.7590,0,1874.00,,,0,0,,5196.00,94.48,-118.36,0,0.800000,0.048000,-0.044000,0,0.840000,0.041000,-0.045000,0,-0.0200,0.1460,-0.1580,0,[Fe/H],4.560000,0.032000,-0.058000,0,19h24m13.71s,291.0571451,+44d37m56.30s,44.6323060,519.12200000,5.40700000,-5.40700000,14.6720000,0.2060000,-0.2060000,12.4260000,0.0190000,-0.0190000,14.3746000,0.0002470,-0.0002470
Kepler-607 c,Kepler-607,1,2,Transit,2021,Kepler,0,39.67679977000,,,0,0.2150700000,0.0024900000,-0.0024900000,0,2.76001201,,,0,0.24623220,,,0,8.05000000,,,0,0.02530000,,,0,M-R relationship,0.000000,,,0,8.8000,0.7000,-0.7000,0,473.00,,,0,0,,5244.00,203.00,-184.00,0,0.888000,0.197000,-0.131000,0,0.808000,0.112000,-0.060000,0,0.0200,0.3000,-0.2500,0,[Fe/H],4.449000,0.112000,-0.192000,0,19h24m13.71s,291.0571451,+44d37m56.30s,44.6323060,519.12200000,5.40700000,-5.40700000,14.6720000,0.2060000,-0.2060000,12.4260000,0.0190000,-0.0190000,14.3746000,0.0002470,-0.0002470
Kepler-608 b,Kepler-608,1,1,Transit,2016,Kepler,0,6.41251503700,0.00000541600,-0.00000541600,0,0.0685000000,,,0,3.64000000,0.72000000,-0.44000000,0,0.32473905,0.06423410,-0.03925417,0,12.90000000,,,0,0.04050000,,,0,M-R relationship,0.000000,,,0,270.1620,12.7320,-12.1310,0,1069.00,,,0,0,,5820.00,226.58,-187.94,0,1.010000,0.199000,-0.113000,0,1.000000,0.093000,-0.069000,0,-0.0200,0.1420,-0.1720,0,[Fe/H],4.430000,0.082000,-0.136000,0,19h35m31.90s,293.8829010,+44d38m17.06s,44.6380717,946.68300000,17.47350000,-17.47350000,14.8400000,0.1830000,-0.1830000,13.0770000,0.0290000,-0.0290000,14.6570000,0.0003050,-0.0003050
